ORDER_ID,DATE,DAY_NAME,Order_status,SALES
6387129,"October 1, 2023",Sun,Delivered,437.5
6384181,"October 1, 2023",Sun,Delivered,114.25
6385115,"October 1, 2023",Sun,Delivered,"1,143"
6385047,"October 1, 2023",Sun,Delivered,101.25
6383207,"October 1, 2023",Sun,Delivered,567.5
6383657,"October 1, 2023",Sun,Delivered,198
6383456,"October 1, 2023",Sun,Delivered,"1,183"
6388777,"October 1, 2023",Sun,Delivered,457
6388969,"October 1, 2023",Sun,Delivered,372.5
6384782,"October 1, 2023",Sun,Canceled,591.25
6391095,"October 1, 2023",Sun,Delivered,174.25
6385842,"October 1, 2023",Sun,Delivered,395
6387863,"October 1, 2023",Sun,Delivered,457
6387298,"October 1, 2023",Sun,Delivered,74.5
6385109,"October 1, 2023",Sun,Delivered,776.75
6389549,"October 1, 2023",Sun,Delivered,449
6387203,"October 1, 2023",Sun,Delivered,211
6384963,"October 1, 2023",Sun,Delivered,318
6385060,"October 1, 2023",Sun,Delivered,101.25
6384600,"October 1, 2023",Sun,Delivered,588.75
6385272,"October 1, 2023",Sun,Delivered,174.75
6384322,"October 1, 2023",Sun,Delivered,666.25
6384352,"October 1, 2023",Sun,Delivered,344
6385556,"October 1, 2023",Sun,Canceled,31.75
6383619,"October 1, 2023",Sun,Delivered,423.5
6387452,"October 1, 2023",Sun,Delivered,226.5
6386547,"October 1, 2023",Sun,Delivered,172.5
6385098,"October 1, 2023",Sun,Canceled,510
6387707,"October 1, 2023",Sun,Delivered,591.25
6384872,"October 1, 2023",Sun,Delivered,170
6389160,"October 1, 2023",Sun,Delivered,"1,178.5"
